<h3>各質問項目で注意した点</h3>,<p>文字数が異様に短かったので伝えたいメッセージを1つ決めてそこからわかりやすい文章を構成することに留意した。</p>
<h3>あなたの長所・短所をご記入ください。（200）</h3>,<p>長所は冷静さと分析力、短所は身長になりすぎる所である。◯◯チームのキャプテンを勤めた際、まずはチームの現状を冷静に把握・分析した。そしてチームの強みに応じた最適な戦略を考え、実行することで目標の1部リーグ残留を成し遂げた。一方、行動を起こす際、その後に起こり得ることや問題はないかなどを考えすぎてしまう所がある。そのため現在は、求められるスピードに応じて適切なアウトプットを出せるように努めている。</p>
<h3>志望している部門の志望動機をご記入下さい。</h3>,<p>私が貴社の投資銀行部門を志望する理由は、変化が激しい過酷な環境下において、企業の重要な意思決定に関与する業務にチームで携わることで、ビジネスマンとして飛躍的に成長したいと考えるからである。これには理由が3つある。1つ目は、変化が激しい過酷な環境下に身を投じることで、自分自身の限界を超えた成長ができると考えるからである。特に貴社では優秀な仲間と切磋琢磨しながら、自己成長と成果を追い求めることのできる環境が整っているため、周りの社会人と比べて非常に早い段階で一人前のビジネスマンになることができる。2つ目は、企業の重要な意思決定に関与する業務に若い頃から携わることができると考えるからである。世界に対して圧倒的な影響力を誇る投資銀行業界の中でも、最大級の投資銀行である貴社で働くことでしか得られない貴重な経験である。3つ目は、投資銀行業界において、貴社は最もチームワークを重視している投資銀行であると考えるからである。チームワークを活かして◯◯で◯◯の1部リーグ残留を果たした経験から、チームで成果を出すことが自分の特性に合っており、自らの飛躍的な成長に繋がると確信している。以上の3つの理由より、ビジネスマンとして飛躍的に成長するために、私は貴社の投資銀行部門志望する。</p>
<h3>長所・短所</h3>,<p>私の長所は成長意欲から来る行動力です。チャンスを貪欲に求め、自らをモチベートして行動に移すことが得意です。この強みを活かし中長期のインターンに◯つ挑戦しました。それぞれの組織で対人面での柔軟性とビジネスに対する理解力・感度を高められたと思います。多くの学びがあった反面、専門性がないことが短所だと感じています。今後キャリアを積んで行く中で組織の成果に繋げられるような専門性を身につけていきたいです。</p>
<h3>各質問項目で注意した点</h3>,<p>エントリーシートというよりも履歴書プラスアルファで長所・短所が見られているようでした。</p>
<h3>あなたの長所・短所をご記入ください。（200文字以下）</h3>,<p>長所は、一度掲げた目標に対しては諦めずに努力し続けられるところです。短所は、少しマイペースなところです。</p>
<h3>応募部門を希望する理由をご記入ください。※改行不可</h3>,<p>証券部門については、特にトレーダーを志望しています。株式市場は世界のあらゆる動向が即座に目に見える形となって現れる場所だと考えています。私は大学に入学してから個人レベルで株式の取引を行っていましたが、国内の自然災害や海外の政治動向などを頻繁に調べて売買をするのをとても楽しく感じていました。株式以外にも国債や社債などの債権市場についても、投資のポートフォリオを作成する上で重要な役割を果たすと考えていますが、十分な理解が難しい部分だと感じているため、業務を通じて理解を深めて行きたいと考えています。</p>
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。※改行不可（日本語600文字以内、英語150words以内）</h3>,<p>私は現在◯◯大学から給費奨学金をいただいています。これは勉学への意欲・成績・人物を総合して評価していただいた結果であり、◯◯大学として多くの優秀な学生がいる中でこのような奨学金に採用していただいたことを誇りに感じています。このことが示すように、私は勤勉であり、現在の環境に妥協することなく常に成長することを考えて行動しているという点が私の強みだと考えています。◯◯大学という優秀な学生が多く恵まれた環境において、一定の学業成績を収めながら、難関資格の勉強に並列して取り組むことは精神的にも能力的にも一筋縄ではいかないことだと考えています。これは私が常に成長をしたいと考えて行動しているからこそ為せています。環境に甘えることなく、努力して獲得した環境を最大限に活用するのが私のポリシーでもあります。そして、これらのことは私が一匹狼で成し遂げられたわけではないということも承知しています。金銭的な意味で支えてくれている親や、精神的な意味で支えてくれているサークルや研究会の仲間がいるからこそ自分が進むべき道に全力投球ができると考えているので、関係者各位に感謝し、大切にしていくことができるという点もアピールポイントです。 </p>
<h3>長所と短所（200字）</h3>,"<p>私の長所は「チームの目標達成に対する貪欲さ」である。高校時代所属した野球部で、チームの打撃力向上を目指し打撃投手の職務に専念し、打撃力向上を達成した経験からこれを自負している。
<br/>私の短所は「疑問を解消せずにはいられないこと」である。弊害は疑問に感じたことについて調べている内に時間を浪費してしまうことにある。そのため、日ごろから物事に優先順位をしっかりつけてやるべきことに取り組むようにしている。</p>"
<h3>応募部門を希望する理由（600字）改行不可</h3>,<p>私がアセットマネジメントを志望する理由は顧客の資産を預かり、顧客の要望を聞きながらそれに合わせて最適解を提案し、顧客の資産を増やしていく仕事がとても魅力的に感じるからである。非常に裕福な方々や会社のトップ層を相手に仕事を行う貴部門はその性質上、顧客とより良い関係を築くため、金融の知識のみならず様々な方面での教養も求められると考えている。私は金融だけでなく芸術やスポーツ等様々な分野に対する好奇心が強く、この特徴から本部門に貢献できるのではないかと考えている。結果が重要である貴社の環境を通じて金融のプロとしても人間としても成長し、貴社に貢献したいという思いから貴部門を志望している。私が証券部門を志望する理由は特に関わりたいトレーディング業務がビジネスを知る上で最も優れていると考えているからである。有価証券は全世界・全業界で存在する上、世界中で起きる出来事に応じて価値が変化する。また、競争環境が特に厳しいトレーダーの仕事は、負けないためにビジネスと世界について学び続けることが職務上の前提条件となる。私は、人間は厳しい環境に置かれたときに最も成長できると考えており、グローバルで広範囲かつ熾烈な競争環境に晒されるトレーディング業務を通じてビジネスについて誰よりも詳しくなり、貴社に貢献したいと考えているため、貴部門を志望している。</p>
<h3>自己PR（150 words）改行不可</h3>,"<p>I have two main strengths I believe I can display at Goldman Sachs. The first is my experience working and being with a diverse set of people. Born and raised in ◯◯, I have interacted with people from a diverse set of backgrounds. I have also experienced the rigid system of seniority in Japanese student baseball teams and worked with posh students in the ◯◯club at my university. Through these experiences, I believe I can work amicably with a wide variety of people. The second strength is my interest in many subject areas, ranging from finance and politics, to liquors and arts. I am willing to continue learning more, and I believe this strength will help me create strong bonds with customers, especially in the area of asset management. Through these two strengths, I believe that I will be able to contribute to Goldman Sachs.</p>"
<h3>アセットマネジメント部門に対する志望理由</h3>,"<p>志望理由は2点あり、私の強みである「営業力」を存分に活かせるところ、そして資産運用に興味があるため、今後日本で伸びていく業界だと考えているためです。変化の激しい市場の中で顧客のニーズを満たしながら支えるアセットマネジメントに非常に魅力を感じました。
<br/>また、専門的な知識やスキルも必要であり、グローバルな拠点を多く持つ貴社において私の上海滞在の高校生活で培った海外経験を活かせると感じたからです。</p>"
<h3>あなたの長所・短所をご記入ください。</h3>,<p>長所は誰もがつまらない・面倒であると感じることでも意義・目的を自分なりに検討して、最後までコツコツと続け結果に結びつけるということに対しプライドを持って取り組める点です。短所はマルチタスクをし過ぎてしまい、時に自分の容量を超えた仕事量を抱え込みコントロール出来なくなってしまう計画性の無さです。</p>
<h3>各質問項目で注意した点</h3>,<p>簡潔に分かりやすく書くこと。誰もが最初に読んでわかりやすいように。</p>
<h3>長所と短所</h3>,<p>私の強みは、知的好奇心が高く、吸収力が高い点です。私は、入学直後から公認会計士試験の勉強を始め、会計の勉強に追われながらも、ITの領域にも興味を持ち、プログラミングやサイト運営等も並行して行っておりました。一方で、短所は、失敗を引きずりがちな点です。社会人になるにあたり、失敗をしてしまう機会は必ずあるかとは思いますが、反省しつつも素早く気持ちを切り替えられるように改善して行きたいと考えています。</p>
<h3>各質問項目で注意した点</h3>,<p>非常に簡単な質問なので、下手なことはせずに簡潔に応えるように心がけた。短所については、致命的な短所は書かないように注意した。</p>
<h3>応募部門を希望する理由をご記入ください。（改行不可 600文字以下）</h3>,<p>志望動機は2点ある。（1）広く業界を跨ぎ、厚い信頼を得たサポーターとして日本に貢献できるからだ。こうした思いは、留学生の友人との交流や海外旅行をきっかけに生まれた。日本の様々な商品・サービスの素晴らしさを客観視するようになり、特定の業界よりも海外に誇れる日本企業全体を支え成長させたいと考えるようになった。また、部活動での苦しい時にチームを支える主将像や頼れる家庭教師像にやりがいを感じ、陰から全体をサポートしつつ厚い信頼を得られる仕事がしたいと考えるようになった。（2）M&amp;Aや資金調達のプロフェッショナルになりたいからだ。専門性はより具体性のある貢献につながる。これはチームで自分にしかない強みで勝利に貢献した経験や、英語講師としての経験に由来する。専門性を模索する中、M&amp;A・資金調達に興味を持ち、他社インターンに参加することで、その日本経済への影響、戦略利用の柔軟性や専門性に強く惹かれた。中でも日本経済への影響に関しては、GDPに対するM&amp;A市場の大きさがアメリカに比べてまだまだ小さく、今後日本経済をブーストさせる業界だと考えている。そして何よりもチームでタフに大きな成果に向けて地道に仕事をする投資銀行部門の働き方が私の価値観に一致する。特に貴社のクライアントは日本を代表する企業ばかりであり、投資銀行業界の最先端を走っている。私のやりたいことを実現するには最適の環境であり、第1志望である。</p>
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。（改行不可　日本語600文字以内、英語150words以内）</h3>,<p>I am an ordinary human. But、 therefore、 I can be tough more than anyone. This toughness of me means、 besides physical strength、 the self-responsibility thinking that sticks to details、 honesty and resilience. In order to grow faster than anyone、 I value the attitude of having a sense of responsibility、 learning from people、 challenging without fear of failure. In the investment banking division、 I believe this toughness enables me to output accurately、 to stretch aggressively and quickly accomplish the boss’s works to facilitate smooth teamwork. Moreover、 from the aspect that it is ultimately a sales job、 even if I am junior、 I believe that I can contribute with client-first work with self-responsibility. Actually、 with such toughness、 I led a non-regular team of lower grades in ◯◯ club and raised big triumph from another regular team in a tournament. This moment is surely meaningful in my life.</p>
<h3>各質問項目で注意した点</h3>,<p>志望動機の文字数が他社に比べて長かったので、何故GSなのかの部分にこだわって書いた。</p>
<h3>応募部門を希望する理由をご記入ください</h3>,<p>私が希望する就職先を決めるにあたり重視しているのは人がやることの価値が失われない仕事であることと、世の中の流れに翻弄される企業を助ける仕事であることの2点です。前者に関しては人工知能の台頭によって様々な職業が機械に代わられると言われていることに加え、自分で機械学習を学んでいる背景から、「機械には簡単に真似できない」仕事こそ自分が一番携わりたい職業であることを実感したからです。それは「信頼」が必要不可欠な職業なのではないかと思い、中でも企業の根幹に関わるお金を大量に預かり、投資して増やしていく仕事は信頼がなければ成り立たないであろうと予想しています。フィンテックなどでお金をデジタルに扱う技術は今後も改良されていくことは想像つくのですが、そんな世の中だからこそ大金を扱うことに関しては機械より人間に任せたいという人が増えると思っているからです。後者に関してはこれからの時代は世界情勢や技術革新などによって全ての企業が振り回されることが予想される中、それらの変化を読み解き予想しお金に換え、金銭的な面で日本企業をサポートできる立場で働きたいと思ったからです。貴社は投資銀行の中でも世界的に非常にプレゼンスの高い企業として有名であるため、どの他の銀行より多く多様な企業と関わりサポートする機会があるのではないかと思っているためぜひその中で働きたいと思い応募しています。</p>
<h3>自己PRなどをご記入ください。英語で書くことを推奨します</h3>,"<p>I can keep trying to do my best even in difficult situations because, to be continuously a valuable man in this turbulent era, I thought I needed the ability to persevere in any difficult situation, and tried keeping to do so. As an example, I had a very tough ◯ months belonging to a seminar. Through that period, I had to prepare for presentations held every week with my teammates, but because every member of my team was so busy, we had very little time to exchange our opinions and had to cut our time to sleep drastically in order to come up with a convincing conclusion. Though it was a very hard ◯ months, as a result of not compromising, as a group and as an individual, I got the highest rating in the seminar. As you can see, I am a person that can keep trying hard.</p>"
"<h3>卒業論文のタイトル、または現在取り組んでいる研究などをご記入ください。
50文字以下
</h3>",<p>企業のとる広告戦略、価格戦略、企業提携等の意思決定をゲーム理論的に分析し、競争優位に関して議論</p>
"<h3>あなたの長所・短所をご記入ください。200文字以下
</h3>","<p>長所は受け身でいるのではなく主体性を持ち、自らをモチベートして活動に取り組む力が強い点です。考えたことを行動に移すことで、自分の成長サイクルを回すことが得意だと感じています。
<br/>短所は独断的なことです。自分を信じすぎる故に客観性を欠いてしまい、一人突っ走ってしまうところがあります。人の意見を単に聞くだけでなく受け入れる姿勢を持ち、独断に陥らないような意識心がけています。
</p>"
"<h3>応募部門を希望する理由をご記入ください。　※改行不可
600文字以下
</h3>","<p>私が貴社投資銀行部門を志望する理由は2点ある。1点目に企業の成長を支え、社会にインパクトのある仕事をしたいという思いが投資銀行業務と合致するからだ。この考えに至るきっかけとなったのは大学生活で2年ほど経験したベンチャーキャピタルでの長期インターンである。ここではアシスタントとして複数分野（フィンテック、ブロックチェーン、ヘルスケア等）のマーケットリサーチ、投資候補先企業のベーシックな情報収集、議事録作りをした。投資先企業が資金調達をしつつM&amp;AやIPOを通して大きく成長していく様子を見て、自分もいつかこうした変化をプロフェッショナルとしてリードできる人になりたいと考えるようになった。投資銀行部門の立場でこそ企業とより近い距離で財務戦略の提案からその実行まで関わり、変革の場に立ちあえると考え志望するに至った。
<br/>2点目に貴社には私が職場に求めたい豊富な成長機会があると考えるからだ。私は知的好奇心と向上心から、若いうちでも幅広く知識やスキルを吸収でき、それを仕事としてアウトプットできる環境を渇望している。少数精鋭の組織体制でかつ実績のある貴社でこそ急成長でき、毎日充実感を持ち仕事と向き合えると考える。
<br/>以上の2点から志望する。
</p>"
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。（改行不可）（日本語600文字以内、英語150words以内</h3>,"<p>I believe I’m very perseverant and highly motivated to work as an investment banker.
<br/>My experience where I demonstrated my perseverance  the most was my high school days in Japan. I came back from the U.S. as a sophomore, and I had less than 2 years left to catch up with Japanese curriculum and study for the university entrance exam. Back then, I had a strong interest to see my own ability and see what I can achieve without anyone's help. Therefore, I chose not to go to any cram school. I bought lots of workbooks and just kept studying alone. As a result of my efforts and some luck, I was able to pass the exam directly on graduation. I believe I can keep being self-motivated to achieve things under any kind of challenging situation in the future.
</p>"
<h3>応募部門を希望する理由をご記入ください</h3>,"<p>財務専門性の獲得と自己成長の最大化を望み、貴社投資銀行部門を志望する。
<br/>第一に、財務知識への欲求はインターンでの経験に由来する。かつてベンチャーで働いてたが、その会社は資金力がなく、適切な投資ができずに倒産した。この経験から私は財務戦略が企業の根幹をなすと考えており、財務の専門性を高めることは社会人として大成するに必須と考えている。第二に、成長への欲求は大学受験失敗の経験に起因する。大学受験において多数の友人が◯◯大学に進学する中、受験に失敗し、それ以来私は◯◯大学に進学した友人たちを見返すことを目標にしてきた。そのため大きな自己成長が望める環境に身を置きたい。激しい労働と若くして大きな裁量権を獲得しうる業務環境、企業経営に深く関与するM&amp;Aアドバイザリーや資金調達に携わるという重責の伴う業務内容から、外資系投資銀行IBDは自己成長の最大化が叶う場と考える。
<br/>外資系投資銀行IBDの中でも業界一位の貴社は最も大きな自己成長が望める場だと考えている。トップとそれ以下には常に隔世の隔たりがある。大学においても、大学の学生の質やプログラムなどに大きな格差がある。業界一位の貴社で業務に携わり、複雑で大規模な案件に関われることは、自己成長の最大化につながる。</p>"
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。（改行不可）（日本語600文字以内、英語150words以内）</h3>,"<p>My strength is perseverance. Crossing ◯◯ continent is the most memorable experience of schooldays. My strength contributed to the success of this travel. There are always general problems of traveling such as difficulty in communication, but other specific problems of ◯◯ such as geography and security made this travel hard. Especially road conditions were bad and oxygen concentration fluctuated sharply due to big Mountains. Moreover, security is bad, so it is always necessary to collect information.When I got on ◯◯, I experienced alpine illness and suffered from headache and nausea. I tried seriously to recover my health by selecting hygienic meal and hostel because I had to leave for other city next day.By taking advantage of my strength, I continued to do as much as I could to achieve my goals even when I faced difficult situations.</p>"
<h3>応募部門を希望する理由をご記入ください。（600文字以下）</h3>,<p>オペレーションズを志望する理由は二つあります。一つ目は、フロント業務を支える縁の下の力持ちのような存在であるオペレーションズの業務に魅力を感じるからです。私は◯◯サークルで、練習場を確保し道具を運ぶという役職を務めたとき、主将とは異なる形で会の強さに貢献できたことにやりがいを感じました。フロント業務の発注した取引を完了させるオペレーションズも、組織の活動を可能にする重要なサポーターという点で自分のサークルの役職と共通していると感じ、同じようなやりがいがあると考えます。二つ目は、自分の性格やスキルがオペレーションズの仕事に適していると考えるからです。私はきめ細やかな作業が好きな性格であり、サークルでは約◯名いる練習の参加者を二会場に振り分ける仕事に立候補しました。そして、任せられた仕事を完璧にこなしたいと決心し、振り分けにミスがないか毎回二度や三度も確認しました。このような入念なチェックを行いたいという自分の性格は、緻密な作業を根気強く続けられることが求められるオペレーションズの仕事に向いていると思います。また、スキルに関しては、十九年間在住した◯◯で培ってきた英語力に自信があります。英語の会話や書類を正確に把握できることは、社内のあらゆる部署と連携し、海外のオフィスと連絡を取ることもある貴社のオペレーションズで働く際に活かせると考えます。</p>
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。（日本語600文字以内、英語150words以内）</h3>,"<p>Diligence and perseverance are my strengths. For example, when I was learning the flute in high school, I experienced failing an audition. I was upset and determined to pass the next audition. In order to improve my playing, I increased my practice time and repeatedly practiced the technically difficult sections of the piece until I gained full control of them. As a result, I was able to pass the next audition. Another example is when I started playing ◯◯ in college but was making little progress compared to my colleagues. I wanted to become better, so I continued to come to practice and started taking notes of the advices I received. Then, I showed improvement by gradually increasing my number of victories. These strengths show that if I start working and have trouble learning the job at first, I will not give up and will work hard to improve. </p>"
<h3>所属団体での経験（100文字）</h3>,<p>◯◯主催の日本からの海外留学生増加を目指した団体です。留学経験者◯名による留学体験発表会を実施し、来場者は◯名を超えました。イベント後は「留学をしてみたくなった」という声を多数もらいました。</p>
<h3>あなたの長所・短所をご記入ください（200文字）</h3>,<p>長所は異文化への対応力である。◯◯留学時、現地企業にて◯ヵ月のフルタイムインターンシップを行った。文化の違いにより問題も生じたが、最終的にはチームリーダーより信頼を得て月々の予算会議にも参加した。短所は単純なルーティーン作業が苦手なことである。長時間同じことを続けていると、集中力に欠けることがあります。単純作業が続くと予想される場合は、細かな休憩をとることにより、集中力を保つように努力しています。</p>
<h3>応募部門を希望する理由をご記入ください。（600文字）</h3>,<p>①自分自身が成長できる最高の環境が整っている、②チームワークを重視している、の2つの点より、私は貴社の投資銀行部門を志望します。①に関して、グローバルに働き、仕事を通じて社会に貢献できる人材に私はなりたいと考えています。そのためには現状からの飛躍的な成長が必要だと感じています。投資銀行部門では若い時からスケールの大きい困難な仕事に、大きな裁量権を持って携わることができ、優秀な仲間と切磋琢磨し、自己成長と成果を追い求めることのできる環境が整っていると考えます。この素晴らしい環境は私の目指す将来像に近づく上で非常にプラスに働くと考えます。②に関して、貴社の投資銀行部門はチームワークを重視していると貴社の複数の方からお聞きしました。◯◯留学時、現地企業にて◯ヶ月のフルタイムインターンシップを経験し、その際はチームワークを重視し行動しました。チームメンバーが困っていないか常に気にかけ、困っている際は声をかけて手伝うように心がけました。この行動を続けたことで、私が困っている際は逆に手伝ってもらう、お互いに協力する良いチーム関係を作りあげました。さらに、チームリーダーの方にこの行動を評価していただき、チームの月々の予算会議にも参加することができました。以上の2つの理由より、私は貴社の投資銀行部門を志望します。</p>
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。（改行不可）（日本語600文字以内、英語150words以内）</h3>,"<p>My greatest strength is setting process to achieve my goals. When I was in a high school, I wanted to get into ◯◯University. My grades were not enough to pass the examination to enroll in the university in those days, but I thought how to study and how to pass the examination seriously, and I set process to achieve my goals and passed the examination finally. After I got into the university, I came to want to work with good English skills, so I started thinking how to achieve this goal. After serious consideration, I decided to study abroad. To study abroad, I needed money to some extent, so I decided to apply for a scholarship from Japanese government. It was high competition, but I could get it. Thanks to this scholarship, I could go to ◯◯, and finally I got ◯◯ for TOEIC after finishing studying abroad.</p>"
<h3>自己PRなどをご記入ください。英語で書くことを推奨します。</h3>,"<p>My strength that would work as a contribution is a strong sense of responsibility. This roots back from my experience when I lived in ◯◯.（具体的な経験談）With the realisation of a tremendous disparity just right beside me, I vowed to make the world a better place as a person who was born in a financially blessed environment, just by chance. This sense of awareness and responsibility is reflected on the way I act, and I will never stop until I achieve.</p>"
<h3>志望理由</h3>,"<p>貴社のオペレーションズを志望する理由は2点ある。まずは、自身の根幹にある、国際社会において、一個人として貢献したい、という思いを最も効果的かつ効率的に実現することができる、と考えるためである。たまたま恵まれた環境に生まれた人間として、環境という自分で選ぶことのできない要素にもてあそばれる方の助けになりたい、という幼少期に刻まれた信念は、国際的に非常に高いプレゼンスを持つ貴社だからこそ実現することができると感じている。中でも本部門において、貴社の海外を含む全ての部門との連携を通じ、包括的な情報を獲得し、提供する業務を通じ、世界経済の発展や活性化に取り組みたいと考えている。
<br/>第二に、本部門の業務と自身の今までとの海外経験との親和性を感じるためである。◯◯に一年間留学した際、◯◯にて学生の学習支援を行った。思春期であった当該学生が、言葉も通じない国で新たに生活を始めることは語学的にも、精神的にも難しく、繊細な対応が必要であり、高校の職員と共に段階的なカリキュラムを組んだ。多様な背景を持つ職員、そして自身がいたからこそ作り上げられたカリキュラム、そしてその成功体験を経て、本部門においてもより効果的な問題処理を実現したいと思う。</p>"
<h3>投資銀行部門を志望する理由</h3>,<p>私が投資銀行部門を志望する理由は、人として大きな成長ができる環境であると考えたからだ。そう考えた理由は、2つある。1つ目が、社会に大きな影響を与える仕事内容に伴い、高い能力と大きな責任を求められるからである。成長の度合いは自分次第であるが、求められるレベルが高ければ、さらに向上していくことができると思う。学生時代、試合の出場機会を求めて、強豪校ではないチームへの進学を考えたこともあったが、強豪校を選択してもがき苦しんだことで、自身の成長に繋がった経験がある。2つ目が、若い時からクライアントの上層部と共に仕事をすることで、水準の高い学びを得ることができるからである。幼い頃からサッカーを続けてきて、常に上を目指して取り組んできた私にとって、高い水準が求められて知ることができる環境は、最もモチベーションを高くして取り組むことができると考え、投資銀行部門を志望した。また、先日体育会向けセミナーに参加した際、他の企業にはないファミリー感があり、切磋琢磨しつつも距離感が近いことに魅力を感じ、御社の投資銀行部門を志望する。</p>
<h3>自己PR</h3>,<p>私は大学サッカー部で、改善するべき課題を発見し、多方面から課題を解決していく能力を身につけた。例をあげると、選手としての評価を高めるために、短所克服や客観的なプレー分析を行ったことである。私は1年次からレギュラーとして試合に出場していたが、大学3年次に監督が交代し、出場機会が大幅に減ってしまった。監督が発言するわずかな情報を基に、強みであった攻撃力が評価されず、守備を求められていると分析した。そこで、チームで一番攻撃力が高い選手と対人の自主練習を行った。また、自身にしかない価値を見出すことで長所を作るべく、コーナーキックやフリーキックなどのセットプレーの精度を向上させた。その際、試合中のあらゆる状況を想定したキック練習を毎日30本欠かさず行うだけでなく、仲間との連携を深めるために、メンバーと共に試合の動画を見て意思の疎通を図り、更に相手の守備に効果的な作戦を考案して試合に臨んだ。その結果、試合に出場したことに加え、セットプレーから得点を生み出すことができた。このように、課題を発見して検証していく能力を御社でも発揮していきたい。</p>
<h3>あなたの長所・短所をご記入ください。</h3>,<p>長所は数字に強い点です。予備校のアルバイトでは校舎の課題を、数値を見て分析する役割を担っていました。また、大学院では過去のデータを用いて◯◯の価値を分析する手法の研究を行っています。短所は人前で緊張しやすい点です。人前で話すときに伝えたいことを伝えきれず終わってしまうことがあります。そのため、現在授業などにおいて積極的にプレゼンを行うようにし、準備も本番をイメージして行うように意識しています。</p>
<h3>志望動機を教えてください。</h3>,<p>今後の成長が大きく見込まれるアセットマネジメント業界に魅力を感じたからです。日本では現在低金利が続いており貯蓄から投資（投信）への時代であると言われ、資産運用の必要性が高まっています。その時代のシフトを、変化の激しい市場の中で顧客のニーズを満たしながら支えるアセットマネジメントに非常に魅力を感じました。また、専門的な知識やスキルも必要であり、グローバルな拠点を多く持つ貴社では早い段階でそれらを身につけることができ、自分自身の成長にもつながるという点にも魅力を感じました。</p>
